66,鲁迅诗编年笺证,佚名,不详,NULL,2011-1,461,59.00元,平装,9787010095080,0.0,10,NULL,"鲁迅诗编年笺证》是目前所收最齐全，笺证最详确，同时也应是最为可靠的鲁迅诗歌读本，笺证者以其较好的学术悟性和颇具成就的诗词创作为基础，根据鲁迅诗歌背后的事实真相和诗歌本身的内在要求，厘清众多纷繁芜杂而又易于混淆视听的说法，作出应该足以取信于读者的判断，最终纠正了一再讹误着的许多权威说法。 《鲁迅诗编年笺证》所收鲁迅诗歌，以2006年人民文学出版社版《鲁迅散文诗歌全编》之“诗歌金编”为笺证底本，删削其中那些并非属于诗者，而从相关书籍中增列其诗歌，予以说明并笺证之。又，底本中的诗歌排列次序极为混乱，现在一概以时间先后顺序排列，故名之曰“编年”；唯系“新诗”于附录部分，然亦予以系年及筒括笺证。 至于编年原则，大抵一般以鲁迅自身所及的写作时间为准，如无具体写作时间，而有确切的发表时间者，亦当据以为准。此外，还有一些经笺证者考证所得而定者。 《鲁迅诗编年笺证》具...(展开全部)",鲁迅
67,飞花青离传之刺客传奇（上）,月裹鸿声,接力出版社,NULL,2008-1-1,260,22.0,平装,9787544800501,8.1,208,NULL,"想得到“天下第一刺客”的称号，需要些什么？ 倾国倾城的容色？ 冠绝盖世的武功？ 欺莺赛燕的歌艺？ 曼妙勾魂的舞姿？ 前两样，柳青离都还不够，后两样，柳青离提都不提，她只是用一双三白眼凛冽地环顾，如利剑般游刃有余地割开人心的缝隙，向天下发出灵验过那北地巫蛊、南疆神婆的保证：姓名被封在黑色信封之内，连同五千两银票一起交到她手上的人，三个月内必定会从这世上消失…… ` 然而，即使聪敏如她，也想不到，有一天阴差阳错，这把利剑会用在完全相反的一个方面吧？",悬疑
68,李商隱詩歌集解（全五冊）,刘学锴,中华书局,NULL,1998-01,1438,148.0,平装,9787101000566,9.4,254,NULL,此书是李商隐诗作的会校、会注、会评本。书后附录李商隐的传记资料、年表、生平考辨以及各本的序跋凡例、书目著录等。,诗歌
69,爱拉与洞熊族,(美)琼·奥尔,作家出版社,NULL,2013-1,421页,33.00元,平装,9787506360630,9.0,33,NULL,在三万年前的石器時代，人类孤儿爱拉被蛮荒家族收养了。他们自称洞熊族，古老保守，男尊女卑，视这人类小女孩为怪胎。爱拉不仅要学习生存技能，还要独自抵抗严苛的礼教、雄性的暴力。在如此险峻的环境下成长，爱拉会成为什么样的人？她会被洞熊族接纳吗？,童话
70,心灵的焦躁,茨威格,安徽文艺出版社,NULL,2004-10,323,12.00元,平装(无盘),9787539624822,8.7,30,NULL,《心灵的焦躁/世界文学名著宝库》内容为：世界文学名著以其优美的文字、丰富的艺术表现及所展现的广阔的社会现实和深刻的思想内涵，长期以来一直为广大读者所喜爱。世界文学名著的阅读，对人们了解不同时代、不同民族的文化心理与审美情趣，对青少年在潜移默化中完善健全的人格，培养深厚的人文精神都有着不可替代的作用。为满足广大读者的需要，推出了这套插图本《世界文学名著宝库》。本社长期以来一直致力于外国文学出版，拥有相当一批国内著名的译作者。特别是外国文学名著的出版，日积月累，渐有所成，形成了自己的独特品格，赢得了广大读者的厚爱。本丛书的编选，参考了国家教育部制定的语文课程标准课外阅读推荐书目，并在此基础进一步扩大范围，所选作品多为本社积累的名家名译。,茨威格
71,被禁锢的头脑,(波兰)切斯瓦夫·米沃什,广西师范大学出版社,NULL,2013-3,289,35.00元,平装,9787549511211,8.8,756,NULL,本书是1980年度诺贝尔文学奖获得者米沃什写于1950年代初的经典作品，对于二战前后波兰以及波罗的海三国人的处境做了精彩的描述与反省。米沃什的许多真知灼见放到现今的语境下，其阐释力度依然强劲，甚至更富潜力与空间。中文世界对本书期盼不已，中文版从波兰文直接译出，同时汇集了德文版、英文版序，并请著名批评家崔卫平女士作导读，可谓善本。,外国文学
72,"The Last Question (When the World Ends)","Isaac Asimov","Ziggurat Productions",NULL,2007-11,300,"USD 18.00","Audio CD",9781884214493,9.3,90,NULL,暂无简介,科幻
73,日本推理名作选·梦野久作（卷一）,梦野久作,吉林出版集团有限责任公司,NULL,2009年3月,379,28.00元,平装,9787546300740,7.5,349,NULL,"本卷收录了日本战前变格派推理大师梦野久作的作品13篇。其中《妖鼓》一篇为作者的成名之作，写一具附有诅咒的奇特妖鼓将制鼓者后代传人一步步引入咒怨深渊的诡异故事，亦真亦幻，摄人心魄。其他如《瓶装地狱》、《人脸》等篇亦是其早期代表作。 ※　　※　　※　　※　　※　　※　　※　　※　　※　　※　　※　　※　　※　　※　　※　　※　　※　　※ 目　录： 妖鼓 瓶装地狱 搜索夫人 人脸 押绘的奇迹 铁锤 蛋 老婆大人征信法 怪梦 灵感！ 大楼 吊死尸 恶魔祈祷书",推理
74,鲁迅诗稿,鲁迅,上海美术出版社,NULL,1983-9,89,1.05,平装,9999999999999,0.0,10,NULL,鲁迅诗稿的影印本，陈毅题字，郭沫若序。,鲁迅
75,在寂与寞的川流上,寐语者,北方联合出版传媒（集团）股份有限公司，万卷出版公司,NULL,2010-6,288,29.00,平装,9787547009802,7.6,1742,NULL,"2009年最受注目的网络职场情爱小说，其点击突破了700万。 一个周旋在三个精英男士间的白领丽人，一个在暧昧和职场间难以抉择的都市女人。 寐语者第一部职场爱情大戏，最触动都市OL爱情软肋的超人气畅销小说，洞察格子间的残酷与浪漫。 ************************************************************************* 办公室最隐秘的事是什么？ 是勾心斗角的潜伏谋算还是难以言说的暧昧情事？ 她设计专业毕业，一年之内做过企划做过销售做过行政； 她从不认为自己很聪明，但也绝不算笨，到头来却还只是一枚来去不由自己的棋子； 她爱过伤过，却还是执着地相信爱情； 她的理想明明是现世安稳岁月静好，依旧要戴好面具做个“白骨精”； 她，是一个格子间女人。 如果被暗恋已久的前上司殷勤期望重回核心部门， 如果被公司大...(展开全部)",言情
76,张爱玲十五讲,张均,文化艺术出版社,NULL,2012-1,406,39.80元,平装,9787503950377,8.1,29,NULL,《张爱玲15讲》内容简介：一个女作家，未必就生得美，像所有遭受“始乱终弃”命运的女子一样，张爱玲也经受过内心的剧烈痛楚，但人们一定要想尽办法从那段沉痛旧事上创造出倾国倾城的绝世浪漫。我更愿意将张爱玲看成一个以文字为生的普通人——经受着一份与别人并无大舜的命运，却能以惊人心力将自己的阅读经验，将自己对世界的经验与感受，转化为一篇篇璀璨至美的文字。在一片热闹喧嚣之下，潜伏着人世深永的哀愁，这在张爱玲的文字中得到了精确呈现：戏如人生，人生如戏。作为中国的虚无主义者，张爱玲写作时如同《红楼梦》《金瓶梅》一样，很讲求现世细节的铺叙……耽溺于物质的虚无，可能最接近张爱玲内在魂灵与伤痛。,张爱玲
77,八百万零一种死法,唐诺,"世纪文景 / 上海人民出版社",NULL,2014-9,424,49.00元,平装,9787208122611,8.2,196,NULL,"当推理小说不仅是推理小说，当导读不仅是导读 劳伦斯•布洛克、约瑟芬•铁伊、东尼•席勒曼 全赖唐诺一双慧眼引介到华文世界 侯孝贤、王家卫、梁朝伟、朱天文 多因唐诺一支健笔成为劳伦斯•布洛克的粉丝 39篇唐诺所作劳伦斯•布洛克作品导读首次全收录 我一直觉得布洛克小说最好看的 相当一部分，便在于他写的纽约，这个潘多拉的盒子，让所有他笔下的死亡在无比的华丽和无比的险刻凶残之间穿梭而行…也亏得有纽约这么个城市来支撑，这样的死亡才成立、才说得通，不至于轻飘飘的一吹就走，犹能如当年的汉密特和钱德勒一般，铁钉般又深又牢地打进读小说的人心里。——唐诺 唐诺任职出版社期间，热心引介和推出了许多现在已经是无人不知的欧美名家作品，如创作马修·斯卡德系列的劳伦斯·布洛克、一部《时间的女儿》威震天下的铁伊、冷硬派的开山鼻祖汉密特与钱德勒等，并亲自提笔为这些名家大作撰写导读。 唐...(展开全部)",随笔
78,怪蜗牛奇遇记,冰波,安徽少年儿童出版社,NULL,1987,120,0.75,平装,9787539700755,8.4,19,NULL,暂无简介,童话
79,诗经选,余冠英,人民文学出版社,NULL,1979,277,0.78,平装,9999999999999,8.9,290,NULL,暂无简介,古典文学
80,梵高奶奶的世界,"江华 著",中信出版社,NULL,2009-6,137,32.00,平装,9787508615066,8.3,1074,NULL,"一部温情之书。一颗清澈干净的心。在她的画里，色彩就是感情，线条勾勒的全是记忆。她70多才开始绘画，却被人们称之为“中国农村的梵高”。一次香港个人画展，两次被请上“鲁豫有约”。南方都市报，南方人物周刊，北京青年报，南方周末，中央电视台、湖南卫视，香港文汇报，苹果日报，新加坡联合早报，凤凰卫视、香港TVB等国内外各大媒体，纷纷报道了梵高奶奶和她的奇迹。 梵高奶奶，一位来自河南方城县的老太太。 在她晚年的一天，突然拿起画笔，创作出了百余幅画，其率性而为、真实朴拙的风格勾起了都市人的乡愁。 人们惊叹于她的天赋，称呼她为“中国农村的梵高”，或亲昵地称为“梵高奶奶”。 国内数十家报纸、广播和电视，港台、新加坡、北美，以及欧洲的媒体纷纷报道了梵高奶奶和她奇迹一般的画作。而梵高奶奶不知道，这个世界上会有那么多的人关注她和她的画。在一个门前开满紫金花的住宅里，她仍然用...(展开全部)",绘本
81,三寸金莲,冯骥才,新星出版社,NULL,2005-9,217,36.00元,平装,9787801487353,8.2,860,NULL,《三寸金莲》中的一种意图，即用大量充分的历史细节——实物照片，复原那曾经活着的奇异的历史，再现三寸金莲那一方匪夷所思的天地，给这中国文化中最隐秘、最闭锁、最黑暗的死角以雪亮曝光。历史的幽灵总是躲在某种遮蔽之下不肯离去，暗暗作崇；所以，当历史的一幕过去，我们应该做的是把那沉重的大幕拉开。,当代文学
82,为爱疯狂,斯.茨威格[奥],花城出版社,NULL,2003-3,353,18.50元,平装,9787536039926,8.5,43,NULL,暂无简介,茨威格
83,绿化树,张贤亮,人民文学出版,NULL,2006-1,173,9.00元,简裝本,9787020053568,8.0,1983,NULL,"50年代“右派分子”章永璘在宁夏劳动改造期间的一段永生难忘的生活经历。
 续篇是《男人的一半是女人》，同《习惯死亡》合称为张贤亮的爱情三部曲。",中国文学
84,围城,钱锺书,人民文学出版社,NULL,1991-2,359,19.00,平装,9787020024759,8.9,181085,NULL,"《围城》是钱钟书所著的长篇小说。第一版于1947年由上海晨光出版公司出版。1949年之后，由于政治等方面的原因，本书长期无法在中国大陆和台湾重印，仅在香港出现过盗印本。1980年由作者重新修订之后，在中国大陆地区由人民文学出版社刊印。此后作者又曾小幅修改过几次。《围城》自从出版以来，就受到许多人的推重。由于1949年后长期无法重印，这本书逐渐淡出人们的视野。1960年代，旅美汉学家夏志清在《中国现代小说史》(A History of Modern Chinese Fiction)中对本书作出很高的评价，这才重新引起人们对它的关注。人们对它的评价一般集中在两方面，幽默的语言和对生活深刻的观察。从1990年代开始，也有人提出对本书的不同看法，认为这是一部被“拔高”的小说，并不是一部出色的作品。很多人认为这是一部幽默作品。除了各具特色的人物语言之外，作者夹...(展开全部)",小说
85,鲁迅诗歌编年译释,吴海发,中国社会科学出版社,NULL,2010-6,390,36.00元,平装,9787500484943,0.0,10,NULL,"《鲁迅诗歌:编年译释》内容简介：从20世纪初年起，至鲁迅逝世的1936年10月，鲁迅不时有诗作问世，骚体的、古体的、新体自由式的、民歌体的、绝句及律诗等，但是当年很少发表，大多系后人发现，后人提供，或者从鲁迅日记中抄录。其中难免杂有他人的伪作，这是必须首先辨识的。对于《惜花四律》，我作了考辨，认为不是鲁迅所作，其作者应为鲁迅老弟周作人。让我在此录下旧作聊当此本译释的前言。 《惜花四律》有四首律诗，凡32句，收录在《鲁迅全集·集外集拾遗补编》中，有人说周作人仅仅写了八句。鲁迅写了24句。是这样吗？否也。 《惜花四律，步藏春园主人元韵》，简称《惜花四律》，写于1901年。周作人笔记本上录有此诗手稿，为了讨论的方便，我把周作人手迹影印本附在下面。 关于这份手稿有两点要首先说明的。 张菊香、张铁荣合著《周作人年谱》认为此诗是周作人抄录在自己的日记上面的，时在...(展开全部)",鲁迅
86,恐怖宠物店（10）,"[日] 秋乃茉莉",哈尔滨出版社,NULL,2004-5,208,12.00元,平装,9787806991992,8.9,13776,NULL,"《恐怖宠物店》是秋乃的成名作。故事讲述了在美国的中华街上有一家神秘的宠物商店，它引起了当地警察雷恩的警惕心，因为有许多离奇死亡案的被害人都是这间店的客人。身手敏捷但头脑多少有点单纯的雷恩决定要深入虎穴挖出那家宠物店主人，人称D伯爵的狐狸尾巴。 和雷恩想象的不同，D伯爵不但并非穷凶急恶之辈，而且人长的娇艳美丽貌比潘安。平时虽然有许多神秘的地方而且有非常机智，但是一看见甜食便两眼心心没有抵抗能力了？这样，象是个黑社会的人吗？不过雷恩总是很固执于自己的直觉，一方面抵抗着D伯爵对他的“诱惑”一方面干涉一件又一件的动物买卖寻找线索。可是仍然一头雾水，而且还不由自主的和D伯爵越来越亲近，在次期间，他的确发现了许多奇怪的事情，千奇百怪的动物和千奇百怪的人，有花妖，有吸血鬼，有无法解脱的自责，有难以到手的梦想，有突然的死亡，有奇怪的恋爱，有暗杀，有绑架……最后所有的...(展开全部)",漫画
87,偶像,弗・福赛斯,珠海出版社,NULL,2001-9,470,22.00元,平装(无盘),9787806078167,8.3,94,NULL,《偶像》内容简介：毫无疑问，这是他（福赛斯）的最佳作品之一。在俄罗斯总统逝世的当晚，一位老清洁工在最有可能成为下届总统的极端右翼党派爱国武装联盟领神科马罗夫的办公室里窃取了一份文件。这份记录了科马罗夫的法西斯疯狂野心份记录了科马罗夫的法西斯疯狂野心的“黑色宣言”最终落入了英国情报人员的手中。二是，一声惊心动魄的国际间谍战拉开了序幕……,悬疑
88,象厂喜剧,"[日] 村上春树 文",上海译文出版社,NULL,2002-4,89,18.00元,平装,9787532728916,7.3,1502,NULL,《象厂喜剧》这本书是作家村上春树和画家西安水丸的第一次合作。书中的《镜中的火烧云》，插图竟然是水瓶和水杯，而《双胞胎镇的双胞胎大会》，插图竟然是飞机和汽车。双方随随便便地一凑，便有了这本漂亮的超短篇小说集。,村上春树
89,见证与愉悦,"[美]布罗茨基 等",不详,NULL,不详,300,18.00,平装,9787530628874,9.4,27,NULL,暂无简介,诗歌
90,"那夜凌晨，我坐上了旺角開往大埔的紅VAN (下)",Pizza,"有種文化@Sun Effort",NULL,不详,416,"HKD 88.00",平装,9789881609458,6.6,382,NULL,"●高登人氣網路 & 太陽報副刊專欄作家Pizza首部長篇科幻小說登場！ ●小說於網路連載半年，Facebook 專頁超過40,000 Fans！！網上點撃率逾 200萬次！ ●高登廣東話文學作品，香港新派小說！！！ ●上冊剛推出一個月內，售出超過10,000本！ 下冊 故事講述主角游梓池坐上凌晨時分的紅van回大埔，紅van穿越獅子山隧道後，彷彿進入另一個世界，整個香港空除了我們十七個外就無一人，究竟發生甚麼事…… 奇怪的是，就我們肉眼所見， 當我們乘搭的這台通宵小巴， 如常從旺角道出發， 以大埔太和為終點， 穿越獅子山隧道後， 地球上其餘的７０億人口， 竟於一瞬間全然消失。 一台小巴，１７個乘客， 隧道過後，我們成了人類文明的最後１７人。 究竟，發生了甚麼事？ 我的名字叫游梓池，２６歲， 那夜凌晨，我坐上了旺角開往大埔的紅van。 作者簡介： Pi...(展开全部)",科幻
91,樂園（上）,宮部美幸,獨步文化,NULL,2009年1月6日,300,NTD380元,平裝,9789866562129,8.5,53,NULL,"困頓人世中，只要還有一點溫暖，就是樂園存在的地方。 我願排除萬惡，只為給你一座樂園，那怕只是一瞬間。 為了得到幸福，誰有權決定誰來付出，誰來犧牲？ 動手弒女的兇手，也可以是保護愛女的慈愛父母？ 所謂家人，就是要概括承受對方的一切惡行嗎？ 當傷害、破壞、憎恨，即將毀損凡人一方小小的樂土時，我們如何做出選擇？ 《模仿犯》記者前畑滋子，沉寂九年之後，再度出手揭開人性封印！ 日本國民作家宮部美幸出道二十周年回歸自我的溫柔鉅獻！ 歷經慘絕人寰、震驚社會的「模仿犯」事件之後，長達九年的時間裡，記者前畑滋子一直活在無止境的的衝擊和陰影之中，無法面對自己，和工作。某日，一名剛遭受喪子之痛的母親萩谷敏子，帶著獨子阿等生前所繪的遺作現身眼前，再度燃起她想追求真相的欲望！ 失蹤的少女為何陳屍在自家的地板之下？ 因特殊能力而屢受老師和同學排擠欺凌的少年，為何慘遭事故？ 從某...(展开全部)",推理
92,飓光志第一卷：王者之路（全三册）,(美)布兰登·桑德森,重庆大学出版社,NULL,2013-7,1270,128.00元,平装,9787562474999,9.3,273,NULL,"《王者之路》发生在“柔刹”世界，这里终年暴风肆虐，动植物因此进化出特异形态，如植物长有如石头般坚硬的外壳，会缩入壳内躲避风暴，动物则身披坚硬的甲胄。 上古时期，人类被名曰“虚渡”的邪恶生物逐出“宁静园”，驱赶到“柔刹”，虚渡还企图把人类进一步驱逐到“诅咒之地”。为了帮助人类，人类的创造者“全能之主”将“荣刃”和强大法力赐予十位“令使”，令其立下“约誓”，率领十大“光辉骑士团”，对抗“灭世”之灾。 然而在无尽战火的煎熬中，十个令使中有九个决定放弃约誓，抛下人类。几千年后，上古的灾祸已成为真假莫辨的传说，失去令使和光辉骑士保护的人类耽于内斗和享乐，却不知灾祸之源就在身边，“终极灭世”正渐渐逼近…… 一位武技绝佳、却因卑鄙的陷害沦为奴隶的勇士、一位心怀悲悯却被迫杀人的刺客、一位昔日英雄无敌如今却战意全消的将军和一位伪装成学者的女窃贼。他们中谁会蜕变为拯救苍...(展开全部)",奇幻
93,大灰狼罗克全传,郑渊洁,学苑出版社,NULL,2002-2-1,1040,68.0,精装(无盘),9787507719291,8.7,211,NULL,莫逆之交：一天，罗克骑摩托车去郊外兜风。罗克喜欢驾驶摩托车，他向往那种风驰电掣。罗克发现前方出现了弯道，他开始减速。罗克看见路边有个身影。是一只兔子，好像挺痛苦。罗克停车，他问兔子：“你怎么啦？”兔子肚子正疼得厉害，他终于盼来了过路人。兔子抬头一看，吓坏了，一只单脚支地跨在摩托车上的狼在等他回答。“我……肚子……疼……”兔子不敢不回答。罗克：“我送你去医院！”免子不敢答应。“不去拉倒！”罗克看出兔子不相信他。罗克挂挡起步。开出没几步，罗克操纵摩托车来了个180度转弯，又回到兔子身边。……,童话
94,中國萌芽木刻集（全二冊）,"
",福建教育出版社,NULL,1999-09-01,300,680.00元,綫裝,9787533428686,0.0,10,NULL,"影印暨膠印本。 第一册收录作品有：罗清桢10幅、郑野夫1幅、何白涛11幅、陈铁耕4幅、陈烟桥4幅、刘峴1幅、张望2幅、张慧1幅、李桦8幅。 第二册收录作品有：金肇野、张慧、何白涛、赖少麒（多幅）、张影（多幅）、段干青（多幅）、李桦、陈烟桥（多幅）、唐英伟、曹白、力群、刘峴。",鲁迅
95,出发吧!和爸妈一起!,高木直子,浙江人民美术出版社,NULL,2015-12-20,128,"CNY 30.00",平装,9787534046575,8.6,253,NULL,暂无简介,绘本
96,独药师,张炜,人民文学出版社,NULL,2016-5,382,36.00元,平装,9787020115228,6.5,99,NULL,"半岛养生秘术与革命史料首次披露，历史猛料与叙事陷阱暗合交错。这是张炜自《古船》《九月寓言》《刺猬歌》以来最具代表性的作品。 19世纪末至20世纪初，中国正经历“数千年来未有之变局”。基督教登陆东部半岛，教会学校及西医院初步兴起。半岛地区首富和养生世家的季府面临空前挑战。与此同时，因与北方革命党统领的密切关系，季府被卷入一场场起义的鏖战之中。季府主人、“独药师”第六代传人季昨非陷入与养生前辈的对峙纠缠、与西医丽人的缠绵悱恻、与兄长至亲的生死诀别……在长生、爱欲、革命之间，这个曾经清闲无为，作风虚浮的少爷能否接过传承百年的衣钵，守护日渐式微的季氏家业？他在革命的召唤中又该何去何从？ 这果然是信息量极大又非常好看的一部奇书。然而，如何概括和把握这部新作呢？一部风云激荡的革命传奇？一部深藏幽僻的养生秘史？还是一部缠绵悱恻的爱情悲喜剧？作品在波澜壮阔的背景下展...(展开全部)",当代文学
97,極上親父,"松 武",古川書房,NULL,2008/05,300,"JPY 920",コミック,9784892364075,7.9,51,NULL,暂无简介,漫画
98,弁而釵,(明)醉西湖新月主人,基本書坊,NULL,2008年9月15日,236頁,39.90元,平装,9789868460515,7.5,264,NULL,"震古鑠今的男情真愛，興味盎然的情慾交纏 明末三大男色經典，唯一「終成眷屬」作！ 從來沒有一部章回小說像《弁而釵》，大方肯定、頌揚男男之戀，主角個個勇於追求真愛，且結局皆大歡喜、幸福圓滿。 本書原刊於男風大盛的明末崇禎年間，由〈情貞紀〉、〈情俠紀〉、〈情烈紀〉、〈情奇紀〉 等四篇故事，共二十回所組成，作者署名「醉西湖心月主人」，真實身分已不可考。四篇故事中，主角皆是情感堅貞、一身俠烈的奇男子，在機緣湊巧下發生了妙不可言的同性體驗，卻能「始以情合，終以情全」，以秀好之色和高潔品格，與愛侶終身為伴。既是最解情的知己男友、也是床第間最得趣的情夫。 〈情貞紀〉的趙王孫，向來守身如玉卻被翰林風翔假扮的同學用計開苞，兩人日夜形影不離、遂成莫逆之交。雖因韻事敗露而兩人被迫分開，已高考重舉、位居高官的趙王孫卻在風翔遭判斬刑時，獨排眾議、大膽伸冤才免於一死，從此兩人棄官...(展开全部)",古典文学
99,余韵,张爱玲,花城出版社,NULL,1997-3,197,8.2,平装,9787536023970,8.0,385,NULL,"张爱玲的一生是传奇，张爱玲的魅惑如流言。自出道后，盛名至今不减，“张迷”遍布全球。古人云：传奇者，因奇而传。事，无奇不传。 对于传奇，张爱玲有自己的说法：书名则传奇，目的是在传奇里面寻找普遍人，在普遍人里寻找传奇。其实，传奇无需寻找，张爱玲其文其事便是了。都市千般繁华下的满目苍凉，温柔富贵中的凄情哀婉，张爱玲的笔宛若金针，貌似漫不经心地描龙绣凤，实际上却将字字句句都刺在了你的心上。 　本书收录了《小艾》、《我看苏青》、《华丽缘》等文章。",张爱玲
100,双阙,海青拿天鹅,中国画报出版社,NULL,2009-1,322,29.80元,平装,9787538725407,7.5,2211,NULL,"姮的灵魂穿越到三千年前的周朝，成为杞国国君的女儿。 她随着兄长觪出门游历，在雒水边邂逅了风采翩翩的晋侯燮父，二人两情相悦，却因姮不能接受西周的媵妾制度，不能共结连理。同时，与杞国同宗的太后王姒惊异于姮的美貌，想将她献给周王。觪的好友姬舆一直爱慕妲，为救她出困境，抢先一步在众人面前向姬求爱，并与她定下了婚约…… 姮爱的燮父，爱姮的姬舆，虎视眈眈的太后，以及各国间盘根错节的交好和亲……姮的美貌终究会为她赢得幸福还是带来祸患？穿越三千年的时空终将与谁执手……双阙将见证这段刻骨铭心的爱恋。",言情
101,荒原,T·S艾略特,北京燕山出版社,NULL,2008年,"241 页",15.0,胶版纸,9787540217952,8.8,1094,NULL,"《荒原》主要反映了第一次世界大战后西方普遍悲观失望的情绪和精神的贫困以及宗教信仰的淡薄而导致西方文明的衰微。诗人笔下的“荒原”满目荒凉：土地龟裂，石块发红，树木枯萎，而荒原人精神恍惚，死气沉沉。上帝上人、人与人之间失去了爱的联系。他们相互隔膜，难以交流思想感情，虽然不乏动物式的性爱。他们处于外部世界荒芜、内心世界空虚的荒废境地。“荒原”的荒是水荒，然而只听雷声响，不见雨下来，更增添了人们内心的焦急。雨水成了荒原的第一需求，诗人通过雷声暗示了只有精神甘露（皈依宗教，信仰上帝）才能使荒原人得救。 诗人利用神话传说，作为对现实生活观照，在《荒原》里没有完整的叙述，而是通过迂回曲折的隐喻，影射西方现代文明的堕落和精神生活的枯竭，这就增加了对这些典故不太熟悉的读者的解读困难，也是诗人自己承认的晦涩。当然利用神话建立人类不分时间空间的宇宙意识，随意地对现代荒原上...(展开全部)",外国文学
102,"The World of Yesterday","Stefan Zweig","University of Nebraska Press",NULL,1943,461,19.95,Paperback,9780803252240,9.1,39,NULL,"An autobiography by Stefan Zweig.",茨威格
103,魔鬼的颤音,由·得林洛斯,二十一世纪,NULL,2007.10,252,22.80元,平装,9787539138237,8.3,326,NULL,"你被命运一起嘲弄，渴望用一切换取荣光。你被爱欲反复煎熬，渴望用生命换取她的回眸。你被憎恨噬咬内心，渴望用灵魂换取轮回的公平… … 播下的果实在你不经意的时候开出了令人战花朵，毫无防备遇上了另一张相同的面孔，颓磨的狂欢被急剧的小提琴颤音中断，担当审判的并非神，而是象征黑暗的魔鬼…… 这是一部非主流本土文化的悬疑推理书籍，它具备清晰的逻辑思维，令人惊叹的想象力。故事情节曲折，一定会备受广大读者的欢迎。 本书附赠魔鬼的颤音海报一张，卡片四张。敬请广大消费者们的欣赏阅读。",悬疑
104,村上春树美食厨房,村上春树美食书友会,中国轻工业出版社,NULL,2004-03-01,120,20.00,BBC书籍,9787501942657,7.2,239,NULL,"如同“胃是通向爱人之心的捷径”，这一次，请用绽放的味蕾，体味接触村上春树最感性的方式。     喜爱村上春树的书迷们，绝不会错过这一场以最私人化的感性方式，接触到心仪作家内心最本质部分的华丽盛宴！     这既是一本完全村上风格的随笔，又是一本不折不扣的标准食谱，糅合了村上春树令人着魔的文字魅力与极具作家私人偏好的美食诱惑，从希腊到意大利，从露天市场到晨曦中的渔港，请追随作家在声色香浓的欧洲，",村上春树
105,魯迅留學日本史,程麻,陝西人民出版社,NULL,1985-7,383,2.65,平装,9999999999999,0.0,10,NULL,暂无简介,鲁迅
106,退步集续编,陈丹青,广西师范大学出版社,NULL,2007-4,401,36.00元,平装,9787563365333,8.2,5219,NULL,这本书是《退步集》之后陈丹青的又一部杂文集。由近两年陈丹青所撰杂文、演讲、访谈汇编而成，内容涵盖绘画、艺术教育、城市文化诸领域，亦收录陈丹青论鲁迅及木心的文章数篇。,随笔
107,跨越三维空间,孙维梓,上海科技教育出版社,NULL,1997,321,11.80,32开,9787542813473,8.6,84,NULL,"一个数学家发现了一个有五个民族居住的小岛，五个地区居然互 相交界，这与著名的四色定理矛盾！数学家为了捍卫四色定理，居然要给整 个岛涂上颜色。而涂岛的结果，你能猜得到吗？（《涂岛》） 还有：一位建筑师在好莱坞造出了一栋四维的楼房。在这栋楼房里探险， 会发生什么样的怪事呢？（《怪宅》） 再看：人类最后的魔术师是怎么在既爱他，又恨他的火星姑娘的眼皮底 下，陷到克莱茵瓶里进退不得的。（《魔术师之死》） 你知道华尔兹舞曲是怎么来的吗？请看使用三进制体系的外星人是如何 “误导”华尔兹舞曲之王施特劳斯的吧。（《“三，三、三”》） 还有很多……",科幻
108,人间,李锐,长江文艺出版社,NULL,2011-5,228,26.80元,平装,9787535450586,8.5,2650,NULL,雷峰塔倒掉的那个时刻，杭州城里只有一个女婴诞生。那就是“我”。多年后因缘际会，“我”竟然读到了雷峰塔地宫里的《法海札记》。千年的传说影影绰绰，洞照了身份认同的巨大困境和人性的惨烈。扑蛇人的笛声，引逗小小的粉孩儿快乐的扭动，白娘子和许宣的隐士身份被人窥破，在人蛇大战及瘟疫中，白娘子舍身救人，却仍旧遭致以正义之名进行的卑鄙杀戮。她和小青以死博得法海的恻隐，许宣和儿子粉孩儿亡命天涯。粉孩儿孤独地隐忍自己的天性，他和残疾的只能笑脸面对世人的女孩香柳娘，刻骨铭心地相爱却仍然不能避免女孩的香消玉殒。粉孩儿高中状元后追踪得知了一切真相，再也不愿做这人世的官，和老父流落江湖。“我”把一棵将死的梅树移植到院中，当“我”被爱情出卖遭遇苦难的时刻，梅花尽红，纷纷洒落，“我”终于认出，它才是我此生的亲人——许宣。小说以三重视角，讲述白娘子的前世今生，是对《白蛇传》的颠覆和重...(展开全部),中国文学
109,安娜·布兰迪亚娜诗选,"[罗] 安娜·布兰迪亚娜",河北教育出版社,NULL,2004-1,244,13.20元,平装,9787543452411,8.3,135,NULL,暂无简介,诗歌
